# Generated by scripts/gen-oui.py from the IEEE MA-L registry. Do not edit.
# prefix,vendor
502DA2,Intel
502E5C,HTC
502F9B,Intel
502FA8,Cisco
503237,Apple
50325F,Silicon Labs
503275,Samsung
50338B,TI
503955,Cisco
503CC4,Lenovo
503DA1,Samsung
503DC6,Xiaomi
503DE5,Cisco
503EAA,TP-Link
503F50,Huawei
504061,Nokia
504289,ZTE
50464A,Huawei
50465D,ASUSTek
504921,Cisco
5049B0,Samsung
504A6E,Netgear
504B9E,Huawei
5050A4,Samsung
5051A9,TI
50523B,Nokia
505527,LG
505663,TI
5056BF,Samsung
50578A,Apple
50579C,Epson
5057A8,Cisco
50586F,Huawei
505A65,AzureWave
505BC2,Liteon
505D7A,ZTE
505DAC,Huawei
505FB5,Askey
5061BF,Cisco
506313,Foxconn
506391,Huawei
50642B,Xiaomi
506583,TI
5065F3,HP
5067AE,Cisco
5067F0,Zyxel
50680A,Huawei
5068AC,Huawei
506A03,Netgear
506B4B,Mellanox
506F0C,Sagemcom
506F77,Huawei
507224,TI
5075F1,Arris
5076AF,Intel
507705,Samsung
5078B0,Huawei
5078B3,ZTE
507A55,Apple
507AC5,Apple
507C6F,Intel
508140,HP
5082D5,Apple
508492,Intel
508569,Samsung
508789,Cisco
5089D1,Huawei
508A06,Tuya
508CB1,TI
508E49,Xiaomi
508F4C,Xiaomi
5092B9,Samsung
509551,Arris
509839,Xiaomi
509A4C,Dell
509A88,Huawei
509EA7,Samsung
509F27,Huawei
50A009,Xiaomi
50A0A4,Nokia
50A4C8,Samsung
50A5DC,Arris
50A67F,Apple
50A72B,Huawei
50A733,Ruckus
50AF4D,ZTE
50B7C3,Samsung
50BC96,Apple
50BD5F,TP-Link
50C1F0,NXP
50C4DD,Buffalo
50C58D,Juniper
50C709,Juniper
50C7BF,TP-Link
50C8E5,Samsung
50CCF8,Samsung
50D4F7,TP-Link
50DAD6,Xiaomi
50DCE7,Amazon
50DE06,Apple
50E039,Zyxel
50E085,Intel
50E0EF,Nokia
50E24E,ZTE
50E549,Gigabyte
50E636,AVM
50EAD6,Apple
50EB71,Intel
50EBF6,ASUSTek
50ED3C,Apple
50F0D3,Samsung
50F14A,TI
50F4EB,Apple
50F520,Samsung
50F5DA,Amazon
50F722,Cisco
50F7ED,Huawei
50F958,Huawei
50FA84,TP-Link
50FC9F,Samsung
5404A6,ASUSTek
540764,Huawei
540910,Apple
540955,ZTE
540DF9,Huawei
540F57,Silicon Labs
54102E,Huawei
5410EC,Microchip
541310,Huawei
541379,Foxconn
5414F3,Intel
541E56,Juniper
541F8D,ZTE
54211D,Huawei
54219D,Samsung
5422F8,ZTE
5425EA,Huawei
542696,Apple
54271E,AzureWave
542758,Motorola
54278D,NXP
542A1B,Sonos
542B8D,Apple
5433CB,Apple
5434EF,Huawei
543530,Foxconn
5439DF,Huawei
543AD6,Samsung
543D37,Ruckus
5440AD,Samsung
544249,Sony
5443B2,Espressif
544408,Nokia
5444A3,Samsung
544538,TI
544617,ZTE
544810,Dell
544A00,Cisco
544A16,TI
544B8C,Juniper
544E90,Apple
54511B,Huawei
545284,Huawei
5453ED,Sony
5455D5,Huawei
545AA6,Espressif
546009,Google
5462E2,Apple
5464D9,Sagemcom
5465DE,Arris
546751,Compal
546990,Huawei
546C0E,TI
546CEB,Intel
5471DD,Huawei
54724F,Apple
547595,TP-Link
5475D0,Cisco
54778A,HP
54781A,Cisco
547975,Nokia
547C69,Cisco
547DCD,TI
547FEE,Cisco
548028,HP
54833A,Zyxel
5484DC,ZTE
5486BC,Cisco
54880E,Samsung
5488DE,Cisco
548998,Huawei
548ABA,Cisco
548CA0,Liteon
548D5A,Intel
549209,Huawei
5492BE,Samsung
549963,Apple
549B12,Samsung
549B49,NEC
549B72,Ericsson
549F06,Nokia
549F13,Apple
549F35,Dell
549FC6,Cisco
54A050,ASUSTek
54A274,Cisco
54A51B,Huawei
54A65C,Technicolor
54A6DB,Huawei
54A703,TP-Link
54AB3A,Quanta
54AE27,Apple
54AF97,TP-Link
54B121,Huawei
54B203,Pegatron
54B802,Samsung
54B80A,D-Link
54BAD6,Huawei
54BD79,Samsung
54BE53,ZTE
54BEF7,Pegatron
54BF64,Dell
54C33E,Ciena
54C415,Hikvision
54C480,Huawei
54C80F,TP-Link
54CD10,Panasonic
54CE82,ZTE
54CF8D,Huawei
54D17D,Samsung
54D46F,Cisco
54D9C6,Huawei
54E019,Ring
54E032,Juniper
54E15B,Huawei
54E2E0,Arris
54E43A,Apple
54E61B,Apple
54E6FC,TP-Link
54EAA8,Apple
54EC2F,Ruckus
54EE75,Wistron
54EF44,Aqara
54F15F,Amlogic
54F201,Samsung
54F294,Huawei
54F607,Huawei
54F6E2,Huawei
54FA3E,Samsung
54FA96,Nokia
54FCF0,Samsung
5800BB,Juniper
5800E3,Liteon
5803FB,Hikvision
580A20,Cisco
580AD4,Apple
581122,ASUSTek
58170C,Sony
5819F8,Arris
581CF8,Intel
581DD8,Sagemcom
581F28,Huawei
581FAA,Apple
582059,Xiaomi
582071,Samsung
5820B1,HP
58238C,Technicolor
582429,Google
582575,Huawei
58278C,Buffalo
582AF7,Huawei
582B0A,TI
582F40,Nintendo
582FF7,Sagemcom
58355D,Huawei
5835D9,Cisco
583879,Ricoh
583F54,LG
58404E,Apple
584120,TP-Link
584498,Xiaomi
58454C,Ericsson
584822,Sony
58493B,Palo Alto
5850ED,Hikvision
585595,Apple
5855CA,Apple
5856C2,Huawei
5856E8,Arris
5859C2,Extreme
585FF6,ZTE
58605F,Huawei
5860D8,Arris
5864C4,Apple
586B14,Apple
586C25,Intel
586D67,Intel
586D8F,Linksys
587A62,TI
587F57,Apple
587F66,Huawei
5882A8,Microsoft
58874C,Liteon
58879F,Huawei
588A5A,Dell
588BF3,Zyxel
588D09,Cisco
588E81,Silicon Labs
589043,Sagemcom
5891CF,Intel
589351,Huawei
589396,Ruckus
5893D8,TI
58946B,Intel
5894AE,Huawei
58957E,Huawei
58961D,Intel
589630,Technicolor
58971E,Cisco
5897BD,Cisco
589835,Technicolor
589A3E,Amazon
58A023,Intel
58A2B5,LG
58A639,Samsung
58A839,Intel
58A87B,Fitbit
58AC78,Cisco
58AE2B,Huawei
58AEA8,Huawei
58B035,Apple
58B03E,Nintendo
58B10F,Samsung
58B633,Ruckus
58B965,Apple
58BAD4,Huawei
58BC27,Cisco
58BDA3,Nintendo
58BE72,Huawei
58BF25,Espressif
58BFEA,Cisco
58C232,NEC
58C38B,Samsung
58C5CB,Samsung
58CB52,Google
58CE2A,Intel
58CF79,Espressif
58D061,Huawei
58D349,Apple
58D50A,Murata
58D56E,D-Link
58D759,Huawei
58D9C3,Motorola
58D9D5,Tenda
58E28F,Apple
58E434,Juniper
58E6BA,Apple
58EF68,Belkin
58F2FC,Huawei
58F39C,Cisco
58F987,Huawei
58FB84,Intel
58FB96,Ruckus
58FDB1,LG
5C0272,Silicon Labs
5C0339,Huawei
5C0947,Apple
5C0979,Huawei
5C0A5B,Samsung
5C0CE6,Nintendo
5C0E8B,Extreme
5C10C5,Samsung
5C1720,Huawei
5C17CF,OnePlus
5C17D3,LG
5C1BF4,Apple
5C1DD9,Apple
5C260A,Dell
5C2E59,Samsung
5C313E,TI
5C3192,Cisco
5C3400,Hisense
5C353B,Compal
5C36B8,TCL
5C3A3D,ZTE
5C3C27,Samsung
5C3E1B,Apple
5C415A,Amazon
5C4527,Juniper
5C475E,Ring
5C4979,AVM
5C497D,Samsung
5C4CA9,Huawei
5C5015,Cisco
5C50D9,Apple
5C514F,Intel
5C5181,Samsung
5C5188,Motorola
5C521E,Nintendo
5C5230,Apple
5C5284,Apple
5C53C3,Ubee
5C546D,Huawei
5C571A,Arris
5C57C8,Nokia
5C58E6,Palo Alto
5C5948,Apple
5C5AC7,Cisco
5C5EAB,Juniper
5C5F67,Intel
5C60BA,HP
5C625A,Canon
5C63BF,TP-Link
5C647A,Huawei
5C648E,Zyxel
5C6A80,Zyxel
5C6B32,TI
5C6D20,Foxconn
5C6F69,Broadcom
5C7017,Apple
5C70A3,LG
5C710D,Cisco
5C75AF,Fitbit
5C7695,Technicolor
5C78F8,Huawei
5C7D5E,Huawei
5C7D7D,Technicolor
5C80B6,Intel
5C8382,Nokia
5C838F,Cisco
5C843C,Sony
5C865C,Samsung
5C8730,Apple
5C879C,Intel
5C899A,TP-Link
5C8A38,HP
5C8D4E,Apple
5C8FE0,Arris
5C9157,Huawei
5C93A2,Liteon
5C95AE,Apple
5C9656,AzureWave
5C9666,Sony
5C969D,Apple
5C97F3,Apple
5C9960,Samsung
5C9AA1,Huawei
5C9AD8,Fujitsu
5CA39D,Samsung
5CA48A,Cisco
5CA4F4,ZTE
5CA5BC,eero
5CA62D,Cisco
5CA6E6,TP-Link
5CA86A,Huawei
5CAAFD,Sonos
5CAC3D,Samsung
5CAC4C,Foxconn
5CADCF,Apple
5CAF06,LG
5CB00A,Huawei
5CB066,Arris
5CB13E,Sagemcom
5CB395,Huawei
5CB43E,Huawei
5CB524,Sony
5CB901,HP
5CBA2C,HP
5CBA37,Microsoft
5CBBEE,ZTE
5CBD9A,Huawei
5CC0A0,Huawei
5CC1D7,Samsung
5CC307,Huawei
5CC5D4,Intel
5CC6D0,Skyworth
5CC7C1,Silicon Labs
5CCA1A,Microsoft
5CCB99,Samsung
5CCD5B,Intel
5CCF7F,Espressif
5CD06E,Xiaomi
5CD2E4,Intel
5CD89E,Huawei
5CD998,D-Link
5CDAD4,Murata
5CDF89,Ruckus
5CE0C5,Intel
5CE176,Cisco
5CE28C,Zyxel
5CE30E,Arris
5CE42A,Intel
5CE747,Huawei
5CE7A0,Nokia
5CE883,Huawei
5CE8EB,Samsung
5CE91E,Apple
5CEA1D,Foxconn
5CED8C,HP
5CEDF4,Samsung
5CF4AB,Zyxel
5CF5DA,Apple
5CF6DC,Samsung
5CF7E6,Apple
5CF821,TI
5CF8A1,Murata
5CF938,Apple
5CF96A,Huawei
5CF9DD,Dell
5CFA25,Sagemcom
5CFC66,Cisco
5CFF35,Wistron
600194,Espressif
6001B1,Huawei
600292,Pegatron
6002B4,Wistron Neweb
600308,Apple
6006E3,Apple
600810,Huawei
60109E,Huawei
60123C,Huawei
60128B,Canon
601466,ZTE
60183A,Huawei
601888,ZTE
601895,Dell
601971,Arris
601D91,Motorola
601D9D,Amlogic
6021C0,Murata
602232,Ubiquiti
6026AA,Cisco
6026EF,Aruba
602AD0,Cisco
602E20,Huawei
6030D4,Apple
603197,Zyxel
6032B1,TP-Link
60334B,Apple
6036DD,Intel
6038E0,Belkin
603A7C,TP-Link
603AAF,Samsung
603CEE,LG
603D26,Technicolor
603D29,Huawei
6045BD,Microsoft
6045CB,ASUSTek
604DE1,Huawei
604F5B,Huawei
605375,Huawei
6055F9,Espressif
605718,Intel
60577D,eero
605B30,Dell
605BB4,AzureWave
605E4F,Huawei
605F8D,eero
60601F,DJI
60634C,D-Link
606405,TI
606720,Intel
60684E,Samsung
606944,Apple
606BBD,Samsung
606BFF,Nintendo
606C63,Hitron
606C66,Intel
606DC7,Foxconn
606EE8,Xiaomi
60706C,Google
6070C0,Apple
60735C,Cisco
6073BC,ZTE
607771,TI
6077E2,Samsung
607EC9,Apple
607ECD,Huawei
607EDD,Microsoft
608334,Huawei
608373,Apple
6084BD,Buffalo
608A10,Microchip
608B0E,Apple
608C4A,Apple
608CE6,Arris
608E08,Samsung
608F5C,Samsung
608FA4,Nokia
609217,Apple
6092F5,Arris
609316,Apple
6095BD,Apple
609866,TI
609AC1,Apple
609BB4,Huawei
60A10A,Samsung
60A2C6,Huawei
60A37D,Apple
60A423,Silicon Labs
60A44C,ASUSTek
60A4B7,TP-Link
60A4D0,Samsung
60A5E2,Intel
60A6C5,Huawei
60A751,Huawei
60A8FE,Nokia
60AAEF,Huawei
60AB14,LG
60AB67,Xiaomi
60ABD2,Bose
60AF6D,Samsung
60B4F7,Plume
60B6E1,TI
60B76E,Google
60BEB5,Motorola
60BEC4,Apple
60C547,Apple
60C5AD,Samsung
60CE41,Huawei
60CE86,Sercomm
60D02C,Ruckus
60D0A9,Samsung
60D248,Arris
60D755,Huawei
60D819,Foxconn
60D9A0,Lenovo
60D9C7,Apple
60DB98,Calix
60DD70,Apple
60DD8E,Intel
60DE44,Huawei
60DEF3,Huawei
60E327,TP-Link
60E32B,Intel
60E3AC,LG
60E6F0,Wistron Neweb
60E701,Huawei
60E85B,TI
60EB69,Quanta
60F189,Murata
60F18A,Huawei
60F262,Intel
60F445,Apple
60F494,Foxconn
60F677,Intel
60F81D,Apple
60FA9D,Huawei
60FACD,Apple
60FB42,Apple
60FEC5,Apple
60FF12,Samsung
64006A,Dell
6400F1,Cisco
6402CB,Arris
64037F,Samsung
6407F6,Samsung
640980,Xiaomi
640BD7,Apple
640D22,LG
6411A4,Motorola
641225,Cisco
641236,Technicolor
641269,Arris
64136C,ZTE
6413AB,Huawei
641666,Nest
64167F,Polycom
64168D,Cisco
6416F0,Huawei
641CAE,Samsung
641CB0,Samsung
64200C,Apple
642315,Huawei
642737,Foxconn
642753,Huawei
642943,D-Link
642CAC,Huawei
643150,HP
6432A8,Intel
6433DB,TI
643AEA,Cisco
643E8C,Huawei
64497D,Intel
644C36,Intel
645106,HP
6455B1,Arris
645601,TP-Link
645A36,Apple
645AED,Apple
645D86,Intel
645DF4,Samsung
645E10,Huawei
646140,Huawei
64649B,Juniper
646624,Sagemcom
6466B3,TP-Link
64694E,TI
646CB2,Samsung
646D2F,Apple
646D4E,Huawei
646D6C,Huawei
646E69,Liteon
646E97,TP-Link
646EE0,Intel
647002,TP-Link
647033,Apple
6476BA,Apple
64777D,Hitron
647791,Samsung
647924,Huawei
6479F0,Intel
647BCE,Samsung
647BD4,TI
647C34,Ubee
647CE8,Palo Alto
648099,Intel
648788,Juniper
64899A,LG
6489F1,Samsung
648CBB,TI
64956C,LG
649714,eero
64995D,LG
649ABE,Apple
649C81,Qualcomm
649C8E,TI
649EF3,Cisco
64A0E7,Cisco
64A198,Huawei
64A200,Xiaomi
64A28A,Huawei
64A2F9,OnePlus
64A3CB,Apple
64A5C3,Apple
64A651,Huawei
64A769,HTC
64AE0C,Cisco
64B0A6,Apple
64B0E8,Huawei
64B310,Samsung
64B473,Xiaomi
64B5C6,Nintendo
64B5F2,Samsung
64B853,Samsung
64B94E,Dell
64B9E8,Apple
64BC0C,LG
64BC58,Intel
64BF6B,Huawei
64C269,eero
64C2DE,LG
64C394,Huawei
64C3D6,Juniper
64C753,Apple
64CBE9,LG
64CC2E,Xiaomi
64CFD9,TI
64D0D6,Samsung
64D2C4,Apple
64D4DA,Intel
64D69A,Intel
64D7C0,Huawei
64D814,Cisco
64D989,Cisco
64DB38,ZTE
64DB43,Motorola
64DB8B,Hikvision
64DBF7,Nokia
64DDE9,Xiaomi
64E682,Apple
64E7D8,Samsung
64E833,Espressif
64E881,Aruba
64E950,Cisco
64EB8C,Epson
64ED57,Arris
64F69D,Cisco
64F705,Huawei
64F81C,Huawei
64FD96,Sagemcom
64FF0A,Wistron Neweb
6802B8,Compal
680571,Samsung
6805CA,Intel
680715,Intel
680927,Apple
680AE2,Silicon Labs
681324,Huawei
681401,Foxconn
681590,Sagemcom
681729,Intel
681AB2,ZTE
681BEF,Huawei
68228E,Juniper
682719,Microchip
682737,Samsung
68275F,ZTE
682C7B,Cisco
682F67,Apple
6837E9,Amazon
683A1E,Cisco
683B78,Cisco
683E26,Intel
684571,Huawei
6845F1,Toshiba
684749,TI
684898,Samsung
684992,Cisco
684A76,eero
684AAE,Huawei
684AE9,Samsung
684F64,Dell
68545A,Intel
6854FD,Amazon
68572D,Tuya
685ACF,Samsung
685B35,Apple
685D43,Intel
685E1C,TI
68644B,Apple
686725,Espressif
686CE6,Microsoft
686DBC,Hikvision
687251,Ubiquiti
6872C3,Samsung
68764F,Sony
687724,TP-Link
6879ED,Sharp
687A64,Intel
687D6B,Samsung
687DB4,Cisco
687F74,Linksys
687FF0,TP-Link
6881E0,Huawei
6883CB,Apple
68847E,Fujitsu
6886A7,Cisco
68871C,Motorola
6887C6,Cisco
6889C1,Huawei
688AF0,ZTE
688F2E,Hitron
688F84,Huawei
689234,Ruckus
689423,Foxconn
68962E,Huawei
68967B,Apple
6899CD,Cisco
689A87,Amazon
689C70,Apple
689CE2,Cisco
689E0B,Cisco
689E19,TI
689E6A,Huawei
689FF0,ZTE
68A03E,Huawei
68A0F6,Huawei
68A3C4,Liteon
68A828,Huawei
68A86D,Apple
68AB09,Nokia
68AB1E,Apple
68AE20,Apple
68B599,HP
68B691,Amazon
68B6B3,Espressif
68B6FC,Hitron
68BC0C,Cisco
68BDAB,Cisco
68BFC4,Samsung
68C44D,Motorola
68C63A,Espressif
68C90B,TI
68CAE4,Cisco
68CC6E,Huawei
68D79A,Ubiquiti
68D927,Huawei
68D93C,Apple
68DBCA,Apple
68DBF5,Amazon
68DFDD,Xiaomi
68E1DC,Buffalo
68E209,Huawei
68E74A,TI
68E7C2,Samsung
68EBAE,Samsung
68EC8A,IKEA
68ECC5,Intel
68EE96,Cisco
68EF43,Apple
68EFBD,Cisco
68F38E,Juniper
68F543,Huawei
68FB7E,Apple
68FCCA,Samsung
68FEF7,Apple
68FF7B,TP-Link
6C006B,Samsung
6C02E0,HP
6C0309,Cisco
6C047A,Huawei
6C06D6,Huawei
6C0D34,Nokia
6C0E0D,Sony
6C13D5,Cisco
6C146E,Huawei
6C1632,Huawei
6C198F,D-Link
6C19C0,Apple
6C1A75,Huawei
6C2056,Cisco
6C23B9,Sony
6C2483,Microsoft
6C2636,Huawei
6C2779,Microsoft
6C2990,WiZ
6C2995,Intel
6C2B59,Dell
6C2CDC,Skyworth
6C2E85,Sagemcom
6C2F2C,Samsung
6C2F8A,Samsung
6C302A,TI
6C310E,Cisco
6C3491,Huawei
6C38A1,Ubee
6C3BE5,HP
6C3C7C,Canon
6C3C8C,Dell
6C3E6D,Apple
6C4008,Apple
6C410E,Cisco
6C416A,Cisco
6C442A,Huawei
6C4A85,Apple
6C4B90,Liteon
6C4BB4,Humax
6C4D73,Apple
6C4EF6,Cisco
6C504D,Cisco
6C51BF,Huawei
6C5563,Samsung
6C558D,Huawei
6C55E8,Technicolor
6C5697,Amazon
6C5AB0,TP-Link
6C5AB5,TCL
6C5CB1,Silicon Labs
6C5D3A,Microsoft
6C5E3B,Cisco
6C5F1C,Lenovo
6C60D0,Huawei
6C626D,MSI
6C639C,Arris
6C67EF,Huawei
6C6A77,Intel
6C6C0F,Huawei
6C6CD3,Cisco
6C709F,Apple
6C70CB,Samsung
6C710D,Cisco
6C71D2,Huawei
6C71D9,AzureWave
6C7220,D-Link
6C72E7,Apple
6C7637,Huawei
6C7660,Kyocera
6C79B8,TI
6C7E67,Apple
6C8336,Samsung
6C8814,Intel
6C8B2F,ZTE
6C8BD3,Cisco
6C8D77,Cisco
6C8DC1,Apple
6C8FB5,Microsoft
6C9466,Intel
6C94F8,Apple
6C96CF,Apple
6C976D,Motorola
6C9961,Sagemcom
6C9989,Cisco
6C999D,Amazon
6C9B02,Nokia
6C9CED,Cisco
6CA100,Intel
6CA604,Arris
6CA75F,ZTE
6CA780,Nokia
6CAAB3,Ruckus
6CAB05,Cisco
6CAB31,Apple
6CADF8,AzureWave
6CAEE3,Nokia
6CAEF6,eero
6CB0CE,Netgear
6CB133,Apple
6CB158,TP-Link
6CB227,Sony
6CB2AE,Cisco
6CB2FD,TI
6CB4FD,Huawei
6CB56B,Humax
6CB749,Huawei
6CB7E2,Huawei
6CB7F4,Samsung
6CB881,ZTE
6CBAB8,Sagemcom
6CC1D2,Arris
6CC217,HP
6CC26B,Apple
6CC374,TI
6CC49F,Aruba
6CC7EC,Samsung
6CCA08,Arris
6CCDD6,Netgear
6CD032,LG
6CD1E5,Huawei
6CD2BA,ZTE
6CD68A,LG
6CD704,Huawei
6CDD30,Cisco
6CDDBC,Samsung
6CDEA9,Cisco
6CE4DA,NEC
6CE5C9,Apple
6CE85C,Apple
6CE873,TP-Link
6CE874,Huawei
6CE907,Nokia
6CEBB6,Huawei
6CEC5A,Foxconn
6CECEB,TI
6CF049,Gigabyte
6CF373,Samsung
6CF37F,Aruba
6CF712,Nokia
6CF784,Xiaomi
6CFA89,Cisco
6CFE54,Intel
6CFFCE,Sagemcom
7001B5,Cisco
70037E,Technicolor
70039F,Espressif
70041D,Espressif
700514,LG
700971,Samsung
700B01,Sagemcom
700B4F,Cisco
700F6A,Cisco
70105C,Cisco
70106F,HP
70110E,ZTE
701124,Apple
7014A6,Apple
70188B,Foxconn
7018A7,Cisco
70192F,Huawei
701A04,Liteon
701AB8,Intel
701CE7,Intel
701F3C,Samsung
701F53,Cisco
702084,Foxconn
7022FE,Apple
702526,Nokia
702605,Sony
70288B,Samsung
702AD5,Samsung
702C09,Nintendo
702E22,ZTE
702F35,Huawei
70317F,Apple
703217,Intel
703509,Cisco
703A0E,Aruba
703A51,Xiaomi
703ACB,Google
703C69,Apple
703EAC,Apple
7040FF,Huawei
70480F,Apple
7048F7,Nintendo
704CA5,Fortinet
704D7B,ASUSTek
704E6B,Huawei
704F57,TP-Link
704FB8,Arris
705425,Arris
7054D2,Pegatron
7054F5,Huawei
705681,Apple
705812,Panasonic
705A0F,HP
705A9E,Technicolor
705AAC,Samsung
705AB6,Compal
705FA3,Xiaomi
70617B,Cisco
7061BE,Wistron Neweb
7062B8,D-Link
70662A,Sony
706655,AzureWave
70695A,Cisco
706BB9,Cisco
706D15,Cisco
706E6D,Cisco
70700D,Apple
70708B,Cisco
7070AA,Amazon
7071BC,Pegatron
70720D,Lenovo
70723C,Huawei
7073CB,Apple
707414,Murata
707630,Arris
707781,Foxconn
707990,Huawei
7079B3,Cisco
707BE8,Huawei
707DB9,Cisco
707E43,Arris
708105,Cisco
7081EB,Apple
708540,Skyworth
7085C2,ASRock
7085C6,Arris
7086C1,TI
7087A7,Murata
708976,Tuya
708A09,Huawei
708BCD,ASUSTek
708CB6,Huawei
708D09,Nokia
7090B7,Huawei
709C45,Huawei
709CD1,Intel
709E29,Sony
709F2D,ZTE
70A2B3,Apple
70A6CC,Intel
70A741,Ubiquiti
70A8D3,Intel
70A8E3,Huawei
70A983,Cisco
70AC08,Silicon Labs
70AED5,Apple
70B13D,Samsung
70B14E,Arris
70B306,Apple
70B317,Cisco
70B5E8,Dell
70B7E4,Broadcom
70B8F6,Espressif
70B950,TI
70BBE9,Xiaomi
70BC10,Microsoft
70C7F2,Huawei
70C94E,Liteon
70C9C6,Cisco
70CA97,Ruckus
70CA9B,Cisco
70CD0D,Intel
70CD60,Apple
70CE8C,Samsung
70CF49,Intel
70D313,Huawei
70D379,Cisco
70D823,Intel
70DB98,Cisco
70DDEF,Huawei
70DEE2,Apple
70DF2F,Cisco
70DFF7,Arris
70E284,Wistron
70E422,Cisco
70E56E,TI
70E72C,Apple
70EA1A,Cisco
70EA5A,Apple
70ECE4,Apple
70EF00,Apple
70F087,Apple
70F088,Nintendo
70F096,Cisco
70F196,Actiontec
70F1A1,Liteon
70F220,Actiontec
70F35A,Cisco
70F927,Samsung
70FD45,Huawei
70FD46,Samsung
70FF76,TI
7403BD,Buffalo
74042B,Lenovo
7404F1,Intel
7405A5,TP-Link
740AE1,Huawei
740CEE,Huawei
7411B2,Cisco
7413EA,Intel
741575,Xiaomi
74190A,Samsung
741BB2,Apple
7422BB,Huawei
742344,Xiaomi
7426AC,Cisco
7426FF,ZTE
7429AF,Foxconn
742B62,Fujitsu
742F68,AzureWave
743174,Apple
74342B,Huawei
74375F,Sercomm
7438B7,Canon
743A65,NEC
743AF4,Intel
743E2B,Ruckus
7440BB,Foxconn
7440BE,LG
74427F,AVM
74428B,Apple
744401,Netgear
74452D,Huawei
74458A,Samsung
7446A0,HP
7446B3,TI
744AA4,ZTE
744CA1,Liteon
744D6D,Huawei
7451BA,Xiaomi
74547D,Cisco
745612,Arris
74563C,Gigabyte
7458F3,Amazon
745909,Huawei
745AAA,Huawei
745F00,Samsung
7460FA,Huawei
7463C2,Huawei
74650C,Apple
7467F7,Extreme
746F88,ZTE
746FF7,Wistron Neweb
747069,Huawei
7470FD,Intel
74718B,Apple
747446,Google
747548,Amazon
747827,Dell
747A90,Murata
748114,Apple
7483C2,Ubiquiti
748469,Nintendo
74852A,Pegatron
74860B,Cisco
74867A,Dell
7486E2,Dell
7487BB,Ciena
74882A,Huawei
7488BB,Cisco
748A0D,Arris
748D08,Apple
748F3C,Apple
74911A,Ruckus
7493A4,Zebra
749781,ZTE
749BE8,Hitron
749D79,Sercomm
749D8F,Huawei
749E75,Aruba
749EAF,Apple
749EF5,Samsung
74A02F,Cisco
74A063,Huawei
74A2E6,Cisco
74A528,Huawei
74A722,LG
74A78E,ZTE
74A7EA,Amazon
74ACB9,Ubiquiti
74AD98,Cisco
74B57E,ZTE
74B587,Apple
74B6B6,eero
74B725,Huawei
74B839,TI
74BFC0,Canon
74C14F,Huawei
74C246,Amazon
74C63B,AzureWave
74C99A,Ericsson
74D02B,ASUSTek
74D0DC,Ericsson
74D21D,Huawei
74D285,TI
74D423,Amazon
74D435,Gigabyte
74D4DD,Quanta
74D637,Amazon
74D6EA,TI
74D7CA,Panasonic
74D83E,Intel
74DA38,Edimax
74DA88,TP-Link
74DADA,D-Link
74DAEA,TI
74DE2B,Liteon
74DFBF,Liteon
74E182,TI
74E1B6,Apple
74E20C,Amazon
74E28C,Microsoft
74E2F5,Apple
74E50B,Intel
74E543,Liteon
74E5F9,Intel
74E6B8,LG
74E6E2,Dell
74E798,Juniper
74E7C6,Arris
74E9BF,Huawei
74EA3A,TP-Link
74EAE8,Arris
74EB80,Samsung
74ECB2,Amazon
74F06D,AzureWave
74F2FA,Xiaomi
74F612,Arris
74F61C,HTC
74F9CA,Nintendo
74FF4C,Skyworth
78009E,Samsung
78028B,Apple
7802B1,Cisco
7802F8,Xiaomi
78034F,Nokia
780473,TI
7804E3,Huawei
7806C9,Huawei
780CB8,Intel
780CF0,Cisco
7811DC,Xiaomi
781735,Nokia
7817BE,Huawei
781881,AzureWave
7818A8,Huawei
7819F7,Juniper
781C5A,Sharp
781D4A,ZTE
781DBA,Huawei
781FDB,Samsung
7820A5,Nintendo
782184,Espressif
782327,Samsung
7823AE,Arris
7824AF,ASUSTek
7825AD,Samsung
7828CA,Sonos
7829ED,Askey
782B46,Intel
782B64,Bose
782BCB,Dell
782D7E,TRENDnet
782EEF,Nokia
78312B,ZTE
7831C1,Apple
78321B,D-Link
783486,Nokia
783716,Samsung
783A84,Apple
783EA1,Nokia
7840E4,Samsung
7844FD,TP-Link
784558,Ubiquiti
7845B3,Huawei
7845C4,Dell
7846D4,Samsung
78471D,Samsung
784859,HP
784B87,Murata
784F43,Apple
784F9B,Juniper
78507C,Juniper
78521A,Samsung
78542E,D-Link
785773,Huawei
785860,Huawei
78595E,Samsung
785968,Foxconn
785B64,Huawei
785C5E,Huawei
785DC8,LG
786256,Huawei
7864C0,Apple
786559,Sagemcom
78670E,Wistron Neweb
7867D7,Apple
786A1F,Arris
786A89,Huawei
786C1C,Apple
786C84,Amazon
786D94,Palo Alto
78719C,Arris
78725D,Cisco
787B8A,Apple
787D53,Extreme
787E61,Apple
788102,Sercomm
78843C,Sony
7885F4,Huawei
78886D,Apple
788A20,Ubiquiti
788DF7,Hitron
7890A2,ZTE
78923E,Nokia
78929C,Intel
7894B4,Sercomm
789682,ZTE
789684,Arris
7898E8,D-Link
789ED0,Samsung
789F70,Apple
789FAA,Huawei
78A03F,Amazon
78A106,TP-Link
78A2A0,Nintendo
78A3E4,Apple
78A504,TI
78A873,Samsung
78ABBB,Samsung
78AC44,Dell
78ACC0,HP
78AF08,Intel
78B46A,Huawei
78B554,Huawei
78B8D6,Zebra
